province,district_clean,sector,district_sector,disease,casetype,age_category_new,gender,periodname,year,month,Total
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,January 2023,2023,January,146.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,January 2024,2024,January,209.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,January 2025,2025,January,383.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,July 2020,2020,July,207.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,July 2021,2021,July,436.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,July 2022,2022,July,139.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,July 2023,2023,July,112.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,July 2024,2024,July,168.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,June 2020,2020,June,176.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,June 2021,2021,June,600.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,June 2022,2022,June,185.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,June 2023,2023,June,149.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,June 2024,2024,June,108.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,June 2025,2025,June,811.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,March 2020,2020,March,156.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,March 2021,2021,March,442.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,March 2022,2022,March,93.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,March 2023,2023,March,49.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,March 2024,2024,March,21.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,March 2025,2025,March,285.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,May 2020,2020,May,133.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,May 2021,2021,May,707.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,May 2022,2022,May,209.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,May 2023,2023,May,114.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,May 2024,2024,May,76.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,May 2025,2025,May,307.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,November 2020,2020,November,190.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,November 2021,2021,November,156.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,November 2022,2022,November,94.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,November 2023,2023,November,129.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,November 2024,2024,November,384.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,October 2020,2020,October,158.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,October 2021,2021,October,195.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,October 2022,2022,October,105.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,October 2023,2023,October,166.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,October 2024,2024,October,436.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,September 2020,2020,September,160.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,September 2021,2021,September,229.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,September 2022,2022,September,72.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,September 2023,2023,September,72.0
East,Bugesera,Mayange,Bugesera_Mayange,Malaria community,,,,September 2024,2024,September,388.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,April 2020,2020,April,13.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,April 2021,2021,April,404.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,April 2022,2022,April,127.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,April 2023,2023,April,30.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,April 2024,2024,April,19.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,April 2025,2025,April,67.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,August 2020,2020,August,35.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,August 2021,2021,August,160.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,August 2022,2022,August,151.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,August 2023,2023,August,82.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,August 2024,2024,August,75.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,December 2020,2020,December,152.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,December 2021,2021,December,259.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,December 2022,2022,December,108.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,December 2023,2023,December,78.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,December 2024,2024,December,85.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,February 2020,2020,February,89.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,February 2021,2021,February,204.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,February 2022,2022,February,145.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,February 2023,2023,February,89.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,February 2024,2024,February,116.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,February 2025,2025,February,83.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,January 2020,2020,January,123.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,January 2021,2021,January,334.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,January 2022,2022,January,284.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,January 2023,2023,January,85.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,January 2024,2024,January,115.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,January 2025,2025,January,99.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,July 2020,2020,July,13.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,July 2021,2021,July,282.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,July 2022,2022,July,59.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,July 2023,2023,July,72.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,July 2024,2024,July,55.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,June 2020,2020,June,52.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,June 2021,2021,June,284.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,June 2022,2022,June,151.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,June 2023,2023,June,117.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,June 2024,2024,June,12.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,June 2025,2025,June,58.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,March 2020,2020,March,5.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,March 2021,2021,March,117.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,March 2022,2022,March,115.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,March 2023,2023,March,85.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,March 2024,2024,March,34.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,March 2025,2025,March,61.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,May 2020,2020,May,12.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,May 2021,2021,May,423.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,May 2022,2022,May,161.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,May 2023,2023,May,117.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,May 2024,2024,May,27.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,May 2025,2025,May,81.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,November 2020,2020,November,239.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,November 2021,2021,November,143.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,November 2022,2022,November,134.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,November 2023,2023,November,75.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,November 2024,2024,November,105.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,October 2020,2020,October,412.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,October 2021,2021,October,144.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,October 2022,2022,October,36.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,October 2023,2023,October,64.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,October 2024,2024,October,100.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,September 2020,2020,September,265.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,September 2021,2021,September,85.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,September 2022,2022,September,64.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,September 2023,2023,September,80.0
East,Bugesera,Musenyi,Bugesera_Musenyi,Malaria community,,,,September 2024,2024,September,77.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,April 2020,2020,April,73.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,April 2021,2021,April,310.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,April 2022,2022,April,145.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,April 2023,2023,April,51.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,April 2024,2024,April,61.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,April 2025,2025,April,211.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,August 2020,2020,August,34.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,August 2021,2021,August,145.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,August 2022,2022,August,108.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,August 2023,2023,August,33.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,August 2024,2024,August,78.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,December 2020,2020,December,231.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,December 2021,2021,December,53.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,December 2022,2022,December,190.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,December 2023,2023,December,28.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,December 2024,2024,December,118.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,February 2020,2020,February,105.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,February 2021,2021,February,315.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,February 2022,2022,February,109.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,February 2023,2023,February,32.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,February 2024,2024,February,76.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,February 2025,2025,February,150.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,January 2020,2020,January,173.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,January 2021,2021,January,238.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,January 2022,2022,January,157.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,January 2023,2023,January,90.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,January 2024,2024,January,54.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,January 2025,2025,January,103.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,July 2020,2020,July,123.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,July 2021,2021,July,74.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,July 2022,2022,July,123.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,July 2023,2023,July,33.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,July 2024,2024,July,48.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,June 2020,2020,June,110.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,June 2021,2021,June,215.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,June 2022,2022,June,176.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,June 2023,2023,June,37.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,June 2024,2024,June,40.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,June 2025,2025,June,167.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,March 2020,2020,March,32.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,March 2021,2021,March,305.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,March 2022,2022,March,93.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,March 2023,2023,March,22.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,March 2024,2024,March,45.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,March 2025,2025,March,111.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,May 2020,2020,May,97.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,May 2021,2021,May,463.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,May 2022,2022,May,188.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,May 2023,2023,May,70.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,May 2024,2024,May,42.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,May 2025,2025,May,145.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,November 2020,2020,November,241.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,November 2021,2021,November,88.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,November 2022,2022,November,73.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,November 2023,2023,November,24.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,November 2024,2024,November,195.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,October 2020,2020,October,146.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,October 2021,2021,October,76.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,October 2022,2022,October,51.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,October 2023,2023,October,30.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,October 2024,2024,October,121.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,September 2020,2020,September,24.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,September 2021,2021,September,154.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,September 2022,2022,September,83.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,September 2023,2023,September,20.0
East,Bugesera,Mwogo,Bugesera_Mwogo,Malaria community,,,,September 2024,2024,September,110.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,April 2020,2020,April,34.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,April 2021,2021,April,752.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,April 2022,2022,April,187.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,April 2023,2023,April,47.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,April 2024,2024,April,157.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,April 2025,2025,April,517.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,August 2020,2020,August,138.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,August 2021,2021,August,98.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,August 2022,2022,August,139.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,August 2023,2023,August,82.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,August 2024,2024,August,292.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,December 2020,2020,December,699.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,December 2021,2021,December,104.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,December 2022,2022,December,124.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,December 2023,2023,December,161.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,December 2024,2024,December,111.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,February 2020,2020,February,92.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,February 2021,2021,February,305.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,February 2022,2022,February,26.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,February 2023,2023,February,67.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,February 2024,2024,February,124.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,February 2025,2025,February,515.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,January 2020,2020,January,118.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,January 2021,2021,January,645.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,January 2022,2022,January,41.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,January 2023,2023,January,73.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,January 2024,2024,January,188.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,January 2025,2025,January,501.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,July 2020,2020,July,103.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,July 2021,2021,July,169.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,July 2022,2022,July,122.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,July 2023,2023,July,89.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,July 2024,2024,July,442.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,June 2020,2020,June,107.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,June 2021,2021,June,300.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,June 2022,2022,June,90.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,June 2023,2023,June,73.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,June 2024,2024,June,268.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,June 2025,2025,June,178.0
East,Bugesera,Ngeruka,Bugesera_Ngeruka,Malaria community,,,,March 2020,2020,March,54.0
